User1,User2,Action
TheTobster111,DavidYankovich,Retweet
McJesse,McJesse,Tweet
PoliticoNM,PoliticoNM,Tweet
PoliticoNM,McJesse,Retweet
TheGreatCleiton,TheGreatCleiton,Tweet
TheGreatCleiton,Joy_Villa,Mention
adrwmiq,adrwmiq,Tweet
SenSanders,SenSanders,Tweet
yung_fruity,yung_fruity,Tweet
yung_fruity,SenSanders,Retweet
rwhitmmx,rwhitmmx,Tweet
conserv2mysoul,conserv2mysoul,Tweet
conserv2mysoul,rwhitmmx,Retweet
conserv2mysoul,THR,Mention
mefonna,mefonna,Tweet
staintanthony,staintanthony,Tweet
staintanthony,mefonna,Retweet
staintanthony,BBCNews,Mention
molly_knight,molly_knight,Tweet
Ericrules4real,Ericrules4real,Tweet
Ericrules4real,molly_knight,Retweet
OccupySandy,OccupySandy,Tweet
tweetnewsfeeds,tweetnewsfeeds,Tweet
tynernews1,tynernews1,Tweet
tynernews1,tweetnewsfeeds,Retweet
immigrant4trump,immigrant4trump,Tweet
AIllinoi,AIllinoi,Tweet
AIllinoi,immigrant4trump,Retweet
AIllinoi,Joy_Villa,Mention
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
SammyMorgan91,SammyMorgan91,Tweet
SammyMorgan91,BraddJaffy,Retweet
Ivana1316,Ivana1316,Tweet
funder,funder,Tweet
dhostetler1,dhostetler1,Tweet
dhostetler1,funder,Retweet
brianklaas,brianklaas,Tweet
YitzElbaum,YitzElbaum,Tweet
YitzElbaum,brianklaas,Retweet
jonjskin,jonjskin,Tweet
jonjskin,davidfrum,Reply
mmmexperimental,mmmexperimental,Tweet
mmmexperimental,jonjskin,Retweet
mmmexperimental,davidfrum,Mention
mmmexperimental,nytimes,Mention
Nysteveo2AOLcom,Nysteveo2AOLcom,Tweet
denaeda,denaeda,Tweet
denaeda,Nysteveo2AOLcom,Retweet
McJesse,McJesse,Tweet
ijoellugo,ijoellugo,Tweet
ijoellugo,McJesse,Retweet
KBoopaloo,KBoopaloo,Tweet
missiongirl4,missiongirl4,Tweet
chiluca2011,chiluca2011,Tweet
chiluca2011,EmilioAlvarezI,Reply
chiluca2011,brozoxmiswebs,Mention
chiluca2011,EPN,Mention
chiluca2011,LVidegaray,Mention
prchovanec,prchovanec,Tweet
greggadren,greggadren,Tweet
greggadren,prchovanec,Retweet
adamhillscomedy,adamhillscomedy,Tweet
opheliascates,opheliascates,Tweet
opheliascates,adamhillscomedy,Retweet
opheliascates,Kasparov63,Mention
TrumpIsTheTrue,TrumpIsTheTrue,Tweet
LovToRideMyTrek,LovToRideMyTrek,Tweet
LovToRideMyTrek,TrumpIsTheTrue,Retweet
_KatyMyFirework,_KatyMyFirework,Tweet
knewbetter_,knewbetter_,Tweet
knewbetter_,_KatyMyFirework,Retweet
funder,funder,Tweet
Joycecurrier2,Joycecurrier2,Tweet
Joycecurrier2,funder,Retweet
thehill,thehill,Tweet
theRealSaulGood,theRealSaulGood,Tweet
theRealSaulGood,thehill,Retweet
lylasbitch,lylasbitch,Tweet
NandsM,NandsM,Tweet
NandsM,lylasbitch,Retweet
immigrant4trump,immigrant4trump,Tweet
Tinywillis3,Tinywillis3,Tweet
Tinywillis3,immigrant4trump,Retweet
Tinywillis3,Joy_Villa,Mention
snoopytheonly,snoopytheonly,Tweet
marshhhh,marshhhh,Tweet
Mrkevinpitt,Mrkevinpitt,Tweet
Mrkevinpitt,marshhhh,Retweet
TheaGood,TheaGood,Tweet
maryjane_10_,maryjane_10_,Tweet
maryjane_10_,TheaGood,Retweet
pittgriffin,pittgriffin,Tweet
Mo_Donnelly,Mo_Donnelly,Tweet
Mo_Donnelly,pittgriffin,Retweet
thehill,thehill,Tweet
Awesometania,Awesometania,Tweet
Awesometania,thehill,Retweet
CharlesMBlow,CharlesMBlow,Tweet
rory_kramer,rory_kramer,Tweet
rory_kramer,CharlesMBlow,Retweet
Veshenskaja,Veshenskaja,Tweet
VeraTMD,VeraTMD,Tweet
VeraTMD,Veshenskaja,Retweet
fenolj,fenolj,Tweet
fenolj,RealJTP,Mention
WestWingReport,WestWingReport,Tweet
KathyStricker2,KathyStricker2,Tweet
KathyStricker2,WestWingReport,Retweet
PrisonPlanet,PrisonPlanet,Tweet
DusmDawg,DusmDawg,Tweet
DusmDawg,PrisonPlanet,Retweet
DusmDawg,Channel4News,Mention
lessguns,lessguns,Tweet
UDbmas,UDbmas,Tweet
UDbmas,lessguns,Retweet
DTrumpExposed,DTrumpExposed,Tweet
HeyKnightWolf,HeyKnightWolf,Tweet
HeyKnightWolf,DTrumpExposed,Retweet
Julephenia,Julephenia,Tweet
samsteinhp,samsteinhp,Tweet
iwrotegudomelet,iwrotegudomelet,Tweet
iwrotegudomelet,samsteinhp,Retweet
tw_bass4trump,tw_bass4trump,Tweet
tw_bass4trump,wi_for_trump,Reply
funder,funder,Tweet
Fleurdelisazure,Fleurdelisazure,Tweet
Fleurdelisazure,funder,Retweet
Fleurdelisazure,paulmcgeough,Mention
GeorgeTakei,GeorgeTakei,Tweet
nihikineko2,nihikineko2,Tweet
nihikineko2,GeorgeTakei,Retweet
McFaul,McFaul,Tweet
WonderWoman412,WonderWoman412,Tweet
WonderWoman412,McFaul,Retweet
McJesse,McJesse,Tweet
Hide_N0_Seek,Hide_N0_Seek,Tweet
Hide_N0_Seek,McJesse,Retweet
CarlsbadDreamin,CarlsbadDreamin,Tweet
CarlsbadDreamin,christinawilkie,Mention
CarlsbadDreamin,HuffPostPol,Mention
BraddJaffy,BraddJaffy,Tweet
ibisflight,ibisflight,Tweet
ibisflight,BraddJaffy,Retweet
Relax_For_Real,Relax_For_Real,Tweet
dmcwhirter18,dmcwhirter18,Tweet
dmcwhirter18,Relax_For_Real,Retweet
norseferatu,norseferatu,Tweet
norseferatu,bipartisan,Mention
maidanajulito,maidanajulito,Tweet
luisedgardo1979,luisedgardo1979,Tweet
luisedgardo1979,maidanajulito,Retweet
FoxNews,FoxNews,Tweet
TheLegendofBill,TheLegendofBill,Tweet
TheLegendofBill,FoxNews,Retweet
memeorandum,memeorandum,Tweet
kllkarenwatson,kllkarenwatson,Tweet
kllkarenwatson,SaraGhaleb,Mention
0hTerTer,0hTerTer,Tweet
alimor24,alimor24,Tweet
alimor24,0hTerTer,Retweet
StopBigMoney,StopBigMoney,Tweet
BarbaraRacek,BarbaraRacek,Tweet
BarbaraRacek,StopBigMoney,Retweet
Trumptbird,Trumptbird,Tweet
unionhypocrisy,unionhypocrisy,Tweet
unionhypocrisy,Trumptbird,Retweet
funder,funder,Tweet
pattycana1,pattycana1,Tweet
pattycana1,funder,Retweet
AdamCF,AdamCF,Tweet
emgfind,emgfind,Tweet
emgfind,AdamCF,Retweet
emgfind,JustinTrudeau,Mention
latinaafortrump,latinaafortrump,Tweet
IbizaVida,IbizaVida,Tweet
IbizaVida,latinaafortrump,Retweet
KTLA,KTLA,Tweet
CindiAlvidrez,CindiAlvidrez,Tweet
CindiAlvidrez,KTLA,Retweet
CDoranHarader,CDoranHarader,Tweet
RadicalGrambo,RadicalGrambo,Tweet
RadicalGrambo,CDoranHarader,Retweet
JoeBeOne,JoeBeOne,Tweet
logonaut,logonaut,Tweet
logonaut,JoeBeOne,Retweet
logonaut,awashingtongirl,Mention
heyamine,heyamine,Tweet
_yeahthatsnee,_yeahthatsnee,Tweet
_yeahthatsnee,heyamine,Retweet
ErinRHazel,ErinRHazel,Tweet
carolyn_pearl,carolyn_pearl,Tweet
carolyn_pearl,ErinRHazel,Retweet
bocavista2016,bocavista2016,Tweet
Michell16942714,Michell16942714,Tweet
Michell16942714,bocavista2016,Retweet
joe_nca,joe_nca,Tweet
joe_nca,Stonekettle,Reply
DaveCullenCF,DaveCullenCF,Tweet
harryballes,harryballes,Tweet
harryballes,DaveCullenCF,Retweet
Report24CA,Report24CA,Tweet
bulmerkaren,bulmerkaren,Tweet
bulmerkaren,Report24CA,Retweet
CBCKatie,CBCKatie,Tweet
RedParrots,RedParrots,Tweet
RedParrots,CBCKatie,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
azalben,azalben,Tweet
azalben,BraddJaffy,Retweet
judyopial1,judyopial1,Tweet
judyopial1,judyopial1,Tweet
judyopial1,judyopial1,Retweet
Mathiasian,Mathiasian,Tweet
sandyowoo13,sandyowoo13,Tweet
sandyowoo13,Mathiasian,Retweet
thehill,thehill,Tweet
ronickel,ronickel,Tweet
ronickel,thehill,Retweet
tradetalksradio,tradetalksradio,Tweet
Amy_Siskind,Amy_Siskind,Tweet
ThinSkinTrump,ThinSkinTrump,Tweet
ThinSkinTrump,Amy_Siskind,Retweet
PonoLight,PonoLight,Tweet
PonoLight,KellyannePolls,Reply
PonoLight,FoxNews,Mention
PonoLight,FLOTUS,Mention
WestWingReport,WestWingReport,Tweet
Rellyluvsfairen,Rellyluvsfairen,Tweet
Rellyluvsfairen,WestWingReport,Retweet
jcmoura_,jcmoura_,Tweet
beccanog,beccanog,Tweet
beccanog,jcmoura_,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
genuscygnus,genuscygnus,Tweet
genuscygnus,BraddJaffy,Retweet
McJesse,McJesse,Tweet
navariia,navariia,Tweet
navariia,McJesse,Retweet
byrdie311,byrdie311,Tweet
PGourevitch,PGourevitch,Tweet
bellobass,bellobass,Tweet
bellobass,PGourevitch,Retweet
PrisonPlanet,PrisonPlanet,Tweet
PitcherUsa,PitcherUsa,Tweet
PitcherUsa,PrisonPlanet,Retweet
PitcherUsa,Channel4News,Mention
Portosj81,Portosj81,Tweet
skyjones55928,skyjones55928,Tweet
skyjones55928,Portosj81,Retweet
McJesse,McJesse,Tweet
theSarawr,theSarawr,Tweet
theSarawr,McJesse,Retweet
Nvenice2,Nvenice2,Tweet
Nvenice2,kelligirl525,Reply
CNN,CNN,Tweet
Richard51756641,Richard51756641,Tweet
Richard51756641,CNN,Retweet
Richard51756641,alfranken,Mention
AynRandPaulRyan,AynRandPaulRyan,Tweet
tampanancy9,tampanancy9,Tweet
tampanancy9,AynRandPaulRyan,Retweet
McJesse,McJesse,Tweet
wheenona,wheenona,Tweet
wheenona,McJesse,Retweet
JuddLegum,JuddLegum,Tweet
LifeafterSicily,LifeafterSicily,Tweet
LifeafterSicily,JuddLegum,Retweet
matthew_d_green,matthew_d_green,Tweet
irelandsaiorse,irelandsaiorse,Tweet
irelandsaiorse,matthew_d_green,Retweet
calebbielskii,calebbielskii,Tweet
BrentSimoneaux1,BrentSimoneaux1,Tweet
BrentSimoneaux1,calebbielskii,Retweet
Alifaith55,Alifaith55,Tweet
MessBusterAK,MessBusterAK,Tweet
MessBusterAK,Alifaith55,Retweet
tonyposnanski,tonyposnanski,Tweet
dorizuckerman,dorizuckerman,Tweet
dorizuckerman,tonyposnanski,Retweet
politico,politico,Tweet
elRobo96,elRobo96,Tweet
elRobo96,politico,Retweet
elRobo96,sbg1,Mention
KeithOlbermann,KeithOlbermann,Tweet
AnneAnnapolis,AnneAnnapolis,Tweet
AnneAnnapolis,KeithOlbermann,Retweet
Rockprincess818,Rockprincess818,Tweet
devinecelt,devinecelt,Tweet
devinecelt,Rockprincess818,Retweet
calebbielskii,calebbielskii,Tweet
mari_loves_mark,mari_loves_mark,Tweet
mari_loves_mark,calebbielskii,Retweet
DerryBryson,DerryBryson,Tweet
DerryBryson,realDonaldTrump,Mention
McJesse,McJesse,Tweet
ilikepoptarts_,ilikepoptarts_,Tweet
ilikepoptarts_,McJesse,Retweet
fiorbhlasta,fiorbhlasta,Tweet
MaxineWaters,MaxineWaters,Tweet
CountessEire,CountessEire,Tweet
CountessEire,MaxineWaters,Retweet
CountessEire,MSNBC,Mention
shreec,shreec,Tweet
EnigmaNetxx,EnigmaNetxx,Tweet
EnigmaNetxx,shreec,Retweet
EnigmaNetxx,RepKevinBrady,Mention
kfhall0852,kfhall0852,Tweet
Jean_ie,Jean_ie,Tweet
Jean_ie,kfhall0852,Retweet
Stevenwhirsch99,Stevenwhirsch99,Tweet
Wayne5Juan,Wayne5Juan,Tweet
Wayne5Juan,Stevenwhirsch99,Retweet
ReliableSources,ReliableSources,Tweet
pamtamale,pamtamale,Tweet
pamtamale,ReliableSources,Retweet
McJesse,McJesse,Tweet
filoquecorta,filoquecorta,Tweet
filoquecorta,McJesse,Retweet
PGourevitch,PGourevitch,Tweet
WiseguyC,WiseguyC,Tweet
WiseguyC,PGourevitch,Retweet
CarloashleyAnn,CarloashleyAnn,Tweet
CarloashleyAnn,CarloashleyAnn,Tweet
CarloashleyAnn,CarloashleyAnn,Retweet
HillelNeuer,HillelNeuer,Tweet
HillelNeuer,HillelNeuer,Reply
TempletonTJones,TempletonTJones,Tweet
TempletonTJones,HillelNeuer,Retweet
TempletonTJones,IsabellaLovin,Mention
DianneMarieTH,DianneMarieTH,Tweet
brianklaas,brianklaas,Tweet
elfaustoNET,elfaustoNET,Tweet
elfaustoNET,brianklaas,Retweet
PGourevitch,PGourevitch,Tweet
hsmythwithaY,hsmythwithaY,Tweet
hsmythwithaY,PGourevitch,Retweet
tonyapinkins,tonyapinkins,Tweet
tgatp,tgatp,Tweet
tgatp,tonyapinkins,Retweet
BernieSanders,BernieSanders,Tweet
adel_blanc,adel_blanc,Tweet
adel_blanc,BernieSanders,Retweet
kylegriffin1,kylegriffin1,Tweet
kylegriffin1,kylegriffin1,Reply
Brindle_Girly,Brindle_Girly,Tweet
Brindle_Girly,kylegriffin1,Retweet
TheWrap,TheWrap,Tweet
fireduprtg1000,fireduprtg1000,Tweet
fireduprtg1000,TheWrap,Retweet
BernieSanders,BernieSanders,Tweet
MarineMom32,MarineMom32,Tweet
MarineMom32,BernieSanders,Retweet
pbump,pbump,Tweet
rogeraudino,rogeraudino,Tweet
rogeraudino,pbump,Retweet
umakatyperry,umakatyperry,Tweet
PedroAntoniojpa,PedroAntoniojpa,Tweet
PedroAntoniojpa,umakatyperry,Retweet
FredricRRRC,FredricRRRC,Tweet
Usainflames,Usainflames,Tweet
GloriaBudde,GloriaBudde,Tweet
GloriaBudde,Usainflames,Retweet
PhilipRucker,PhilipRucker,Tweet
Aviewfromafar17,Aviewfromafar17,Tweet
Aviewfromafar17,PhilipRucker,Retweet
Joe_America1776,Joe_America1776,Tweet
BraddJaffy,BraddJaffy,Tweet
mikelweisser,mikelweisser,Tweet
mikelweisser,BraddJaffy,Retweet
funder,funder,Tweet
neweraartist,neweraartist,Tweet
neweraartist,funder,Retweet
3ALAMBIQUE,3ALAMBIQUE,Tweet
MayraSyt,MayraSyt,Tweet
MayraSyt,3ALAMBIQUE,Retweet
MayraSyt,ortizpinchetti,Mention
KaivanShroff,KaivanShroff,Tweet
touraloura,touraloura,Tweet
touraloura,KaivanShroff,Retweet
CamilleDWittke,CamilleDWittke,Tweet
CamilleDWittke,williamlegate,Reply
CamilleDWittke,realDonaldTrump,Mention
bransal1977,bransal1977,Tweet
bransal1977,EW,Reply
STHGibbs,STHGibbs,Tweet
milaly840,milaly840,Tweet
milaly840,STHGibbs,Retweet
RealJack,RealJack,Tweet
foxpamella4,foxpamella4,Tweet
foxpamella4,RealJack,Retweet
ajfromhouston,ajfromhouston,Tweet
TheaGood,TheaGood,Tweet
TheaGood,ajfromhouston,Retweet
SavageNation,SavageNation,Tweet
kln_,kln_,Tweet
kln_,SavageNation,Retweet
BBCWorld,BBCWorld,Tweet
Yolitzma_,Yolitzma_,Tweet
Yolitzma_,BBCWorld,Retweet
Evan_McMullin,Evan_McMullin,Tweet
seashmore,seashmore,Tweet
seashmore,Evan_McMullin,Retweet
Makati94,Makati94,Tweet
Makati94,BrendaB56,Reply
Makati94,williamlegate,Mention
Makati94,realDonaldTrump,Mention
MSNBC,MSNBC,Tweet
MakeHerWay,MakeHerWay,Tweet
MakeHerWay,MSNBC,Retweet
MakeHerWay,NBCNews,Mention
BradMossEsq,BradMossEsq,Tweet
keithsanvidge,keithsanvidge,Tweet
keithsanvidge,BradMossEsq,Retweet
SarahMaslinNir,SarahMaslinNir,Tweet
ninetek,ninetek,Tweet
ninetek,SarahMaslinNir,Retweet
CharlesMBlow,CharlesMBlow,Tweet
pippenainteazy,pippenainteazy,Tweet
pippenainteazy,CharlesMBlow,Retweet
blktxangel,blktxangel,Tweet
TBrianMalone,TBrianMalone,Tweet
MissGraziellaR,MissGraziellaR,Tweet
MissGraziellaR,TBrianMalone,Retweet
thehill,thehill,Tweet
nfalco1,nfalco1,Tweet
nfalco1,thehill,Retweet
jocelynkd_,jocelynkd_,Tweet
Pavila210,Pavila210,Tweet
Pavila210,jocelynkd_,Retweet
McJesse,McJesse,Tweet
hermesgypsy,hermesgypsy,Tweet
hermesgypsy,McJesse,Retweet
calebbielskii,calebbielskii,Tweet
tanigofi,tanigofi,Tweet
tanigofi,calebbielskii,Retweet
nia4_trump,nia4_trump,Tweet
DarylDarcok75,DarylDarcok75,Tweet
DarylDarcok75,nia4_trump,Retweet
Scott_Gilmore,Scott_Gilmore,Tweet
LindaTherrien3,LindaTherrien3,Tweet
LindaTherrien3,Scott_Gilmore,Retweet
thehill,thehill,Tweet
ElissaPortinari,ElissaPortinari,Tweet
ElissaPortinari,thehill,Retweet
ericgarland,ericgarland,Tweet
buddhaOno,buddhaOno,Tweet
buddhaOno,ericgarland,Retweet
perryncolds,perryncolds,Tweet
trxyeriana,trxyeriana,Tweet
trxyeriana,perryncolds,Retweet
RealRandomHero,RealRandomHero,Tweet
HitThemRyceps,HitThemRyceps,Tweet
HitThemRyceps,RealRandomHero,Retweet
MSNBC,MSNBC,Tweet
JennBe42,JennBe42,Tweet
JennBe42,MSNBC,Retweet
JennBe42,NBCNews,Mention
jocelynkd_,jocelynkd_,Tweet
vanessafingrlin,vanessafingrlin,Tweet
vanessafingrlin,jocelynkd_,Retweet
lylasbitch,lylasbitch,Tweet
vkookw,vkookw,Tweet
vkookw,lylasbitch,Retweet
JennyJohnsonHi5,JennyJohnsonHi5,Tweet
DaytonHammon,DaytonHammon,Tweet
DaytonHammon,JennyJohnsonHi5,Retweet
DrEstella,DrEstella,Tweet
DrEstella,andresoriano,Reply
congleal,congleal,Tweet
congleal,DrEstella,Retweet
congleal,andresoriano,Mention
congleal,Joy_Villa,Mention
babi,babi,Tweet
missmaiararosa,missmaiararosa,Tweet
missmaiararosa,babi,Retweet
NateSilver538,NateSilver538,Tweet
Bill99white,Bill99white,Tweet
Bill99white,NateSilver538,Retweet
brianklaas,brianklaas,Tweet
shre98,shre98,Tweet
shre98,brianklaas,Retweet
XxZulu,XxZulu,Tweet
XxZulu,AngryWHStaffer,Reply
AnnTruwe,AnnTruwe,Tweet
AnnTruwe,XxZulu,Retweet
AnnTruwe,AngryWHStaffer,Mention
AnnTruwe,EJLandwehr,Mention
AmarAmarasingam,AmarAmarasingam,Tweet
Gloomwhisper,Gloomwhisper,Tweet
Gloomwhisper,AmarAmarasingam,Retweet
2ALAW,2ALAW,Tweet
Kenww63Wedeking,Kenww63Wedeking,Tweet
Kenww63Wedeking,2ALAW,Retweet
Kenww63Wedeking,IvankaTrump,Mention
WriteBuild,WriteBuild,Tweet
TEN_GOP,TEN_GOP,Tweet
Rushelle8,Rushelle8,Tweet
Rushelle8,TEN_GOP,Retweet
CherylRofer,CherylRofer,Tweet
CherylRofer,CherylRofer,Reply
caroty63,caroty63,Tweet
caroty63,CherylRofer,Retweet
2ALAW,2ALAW,Tweet
johnbuilds,johnbuilds,Tweet
johnbuilds,2ALAW,Retweet
johnbuilds,IvankaTrump,Mention
leptoerizo,leptoerizo,Tweet
Fogonero_eleq,Fogonero_eleq,Tweet
Fogonero_eleq,leptoerizo,Retweet
McJesse,McJesse,Tweet
bestregional,bestregional,Tweet
bestregional,McJesse,Retweet
mcspocky,mcspocky,Tweet
MaureenFeather2,MaureenFeather2,Tweet
MaureenFeather2,mcspocky,Retweet
matheustalles,matheustalles,Tweet
funder,funder,Tweet
BFBoomhower,BFBoomhower,Tweet
BFBoomhower,funder,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
itsWanda,itsWanda,Tweet
itsWanda,BraddJaffy,Retweet
mitchellvii,mitchellvii,Tweet
SapphyreBlues,SapphyreBlues,Tweet
SapphyreBlues,mitchellvii,Retweet
thehill,thehill,Tweet
mangrovegirl,mangrovegirl,Tweet
mangrovegirl,thehill,Retweet
koranist_islam,koranist_islam,Tweet
koranist_islam,koranist_islam,Reply
koranist_islam,shoah_nuff,Mention
koranist_islam,MuslimIQ,Mention
koranist_islam,jessicafralin,Mention
BeauWillimon,BeauWillimon,Tweet
WeezieWeaver,WeezieWeaver,Tweet
WeezieWeaver,BeauWillimon,Retweet
yaasmoe,yaasmoe,Tweet
pbump,pbump,Tweet
jhletaw,jhletaw,Tweet
jhletaw,pbump,Retweet
GKililis,GKililis,Tweet
GKililis,ezlusztig,Reply
GKililis,amawheel,Mention
USARedOrchestra,USARedOrchestra,Tweet
GaiasSpirit,GaiasSpirit,Tweet
GaiasSpirit,USARedOrchestra,Retweet
altusda,altusda,Tweet
sdmairs,sdmairs,Tweet
sdmairs,altusda,Retweet
CNNMoney,CNNMoney,Tweet
sugar_and_shay,sugar_and_shay,Tweet
sugar_and_shay,CNNMoney,Retweet
DTrumpExposed,DTrumpExposed,Tweet
starman672003,starman672003,Tweet
starman672003,DTrumpExposed,Retweet
starman672003,realDonaldTrump,Mention
McJesse,McJesse,Tweet
jessaforrester,jessaforrester,Tweet
jessaforrester,McJesse,Retweet
ericgarland,ericgarland,Tweet
edelmryan,edelmryan,Tweet
edelmryan,ericgarland,Retweet
inglamwetrust,inglamwetrust,Tweet
inglamwetrust,GeorgeTakei,Reply
thutmose1234,thutmose1234,Tweet
thutmose1234,inglamwetrust,Retweet
thutmose1234,GeorgeTakei,Mention
thutmose1234,kjoerwin,Mention
DavidCornDC,DavidCornDC,Tweet
JoeSgroi1955,JoeSgroi1955,Tweet
JoeSgroi1955,DavidCornDC,Retweet
Iildevil,Iildevil,Tweet
Huskerlife7,Huskerlife7,Tweet
Huskerlife7,Iildevil,Retweet
matthew_d_green,matthew_d_green,Tweet
Stubaby226,Stubaby226,Tweet
Stubaby226,matthew_d_green,Retweet
mcspocky,mcspocky,Tweet
kathysgallery,kathysgallery,Tweet
kathysgallery,mcspocky,Retweet
McJesse,McJesse,Tweet
vanessa_bliss,vanessa_bliss,Tweet
vanessa_bliss,McJesse,Retweet
matthewjdowd,matthewjdowd,Tweet
jodilynnbest,jodilynnbest,Tweet
jodilynnbest,matthewjdowd,Retweet
TeaPainUSA,TeaPainUSA,Tweet
aphronue,aphronue,Tweet
aphronue,TeaPainUSA,Retweet
kwilli1046,kwilli1046,Tweet
fairNtrue,fairNtrue,Tweet
fairNtrue,kwilli1046,Retweet
saboteamos,saboteamos,Tweet
Trump_Tamales,Trump_Tamales,Tweet
Trump_Tamales,saboteamos,Retweet
Trump_Tamales,ClaudioXGG,Mention
UpcomingFront,UpcomingFront,Tweet
ParrotHead716,ParrotHead716,Tweet
ParrotHead716,UpcomingFront,Retweet
pbump,pbump,Tweet
bettyb00p00,bettyb00p00,Tweet
bettyb00p00,pbump,Retweet
funder,funder,Tweet
PRich83,PRich83,Tweet
PRich83,funder,Retweet
bakedalaska,bakedalaska,Tweet
newswhal,newswhal,Tweet
newswhal,bakedalaska,Retweet
McJesse,McJesse,Tweet
jweston491,jweston491,Tweet
jweston491,McJesse,Retweet
SenSanders,SenSanders,Tweet
velcrogrrl,velcrogrrl,Tweet
velcrogrrl,SenSanders,Retweet
dcpoll,dcpoll,Tweet
6_bbmax,6_bbmax,Tweet
6_bbmax,dcpoll,Retweet
BernieSanders,BernieSanders,Tweet
HazyJose__,HazyJose__,Tweet
HazyJose__,BernieSanders,Retweet
pbump,pbump,Tweet
chiweethedog,chiweethedog,Tweet
chiweethedog,pbump,Retweet
djrothkopf,djrothkopf,Tweet
TenaciousEye,TenaciousEye,Tweet
TenaciousEye,djrothkopf,Retweet
PGourevitch,PGourevitch,Tweet
Jaegaloon,Jaegaloon,Tweet
Jaegaloon,PGourevitch,Retweet
Meich,Meich,Tweet
adria1511,adria1511,Tweet
adria1511,Meich,Retweet
speechboy71,speechboy71,Tweet
lizeraly,lizeraly,Tweet
lizeraly,speechboy71,Retweet
GeorgeTakei,GeorgeTakei,Tweet
BershodM,BershodM,Tweet
BershodM,GeorgeTakei,Retweet
JeffDSachs,JeffDSachs,Tweet
rijalidrus,rijalidrus,Tweet
rijalidrus,JeffDSachs,Retweet
France4Hillary,France4Hillary,Tweet
KathyLogan1,KathyLogan1,Tweet
KathyLogan1,France4Hillary,Retweet
catherinebouris,catherinebouris,Tweet
catherinebouris,thomas_violence,Reply
thomas_violence,thomas_violence,Tweet
thomas_violence,catherinebouris,Retweet
thomas_violence,thomas_violence,Mention
FoxNews,FoxNews,Tweet
DanielAkbari2,DanielAkbari2,Tweet
DanielAkbari2,FoxNews,Retweet
patechinois1,patechinois1,Tweet
gaylahuckaby,gaylahuckaby,Tweet
gaylahuckaby,patechinois1,Retweet
lylasbitch,lylasbitch,Tweet
ForeverIerdatic,ForeverIerdatic,Tweet
ForeverIerdatic,lylasbitch,Retweet
ShaunKing,ShaunKing,Tweet
spiritdancingon,spiritdancingon,Tweet
spiritdancingon,ShaunKing,Retweet
AiNaTow,AiNaTow,Tweet
AiNaTow,GeorgeTakei,Reply
hamildn,hamildn,Tweet
nia4_trump,nia4_trump,Tweet
summertimealwys,summertimealwys,Tweet
summertimealwys,nia4_trump,Retweet
dina_holbert,dina_holbert,Tweet
dina_holbert,HuffPostPol,Mention
NeverMorebush,NeverMorebush,Tweet
Artis_Elemental,Artis_Elemental,Tweet
Artis_Elemental,NeverMorebush,Retweet
Artis_Elemental,WaxAurora,Mention
Artis_Elemental,terrencetruce,Mention
Artis_Elemental,MisterPOTUS,Mention
mitchellvii,mitchellvii,Tweet
JenniferDonels2,JenniferDonels2,Tweet
JenniferDonels2,mitchellvii,Retweet
nia4_trump,nia4_trump,Tweet
jakaroo65,jakaroo65,Tweet
jakaroo65,nia4_trump,Retweet
BraddJaffy,BraddJaffy,Tweet
Novel13jw,Novel13jw,Tweet
Novel13jw,BraddJaffy,Retweet
Khanoisseur,Khanoisseur,Tweet
Khanoisseur,WSJ,Reply
ncm53,ncm53,Tweet
ncm53,Khanoisseur,Retweet
ncm53,WSJ,Mention
ThePatriot143,ThePatriot143,Tweet
Dixieglo,Dixieglo,Tweet
Dixieglo,ThePatriot143,Retweet
Dixieglo,GStephanopoulos,Mention
andreastonez,andreastonez,Tweet
bclemenzi,bclemenzi,Tweet
bclemenzi,andreastonez,Retweet
johnadams7476,johnadams7476,Tweet
johnadams7476,HouseGOP,Reply
Rebel_Bill,Rebel_Bill,Tweet
sweetliltweet,sweetliltweet,Tweet
sweetliltweet,Rebel_Bill,Retweet
sweetliltweet,occdissent,Mention
matthew_d_green,matthew_d_green,Tweet
mia_nj,mia_nj,Tweet
mia_nj,matthew_d_green,Retweet
willcash21,willcash21,Tweet
willcash21,EakinMegan,Reply
matthew_d_green,matthew_d_green,Tweet
Yadelah1,Yadelah1,Tweet
Yadelah1,matthew_d_green,Retweet
thedailybeast,thedailybeast,Tweet
InvaderGzim,InvaderGzim,Tweet
InvaderGzim,thedailybeast,Retweet
GaetaSusan,GaetaSusan,Tweet
papaschu1,papaschu1,Tweet
papaschu1,GaetaSusan,Retweet
TeaPainUSA,TeaPainUSA,Tweet
Gary_Coast,Gary_Coast,Tweet
Gary_Coast,TeaPainUSA,Retweet
ericuman,ericuman,Tweet
Dimanc59,Dimanc59,Tweet
Dimanc59,ericuman,Retweet
Stevenwhirsch99,Stevenwhirsch99,Tweet
gdcalmeyer,gdcalmeyer,Tweet
