User1,User2,Action
gdcalmeyer,Stevenwhirsch99,Retweet
ericgarland,ericgarland,Tweet
mod_grl,mod_grl,Tweet
mod_grl,ericgarland,Retweet
thehill,thehill,Tweet
1311hurley,1311hurley,Tweet
1311hurley,thehill,Retweet
slava381977,slava381977,Tweet
slava381977,slava381977,Tweet
slava381977,slava381977,Retweet
NOBORDERinc,NOBORDERinc,Tweet
hikawabito,hikawabito,Tweet
hikawabito,NOBORDERinc,Retweet
ALT_DOJ,ALT_DOJ,Tweet
kristinahammock,kristinahammock,Tweet
kristinahammock,ALT_DOJ,Retweet
kristinahammock,Snowden,Mention
kristinahammock,Bencjacobs,Mention
JamilSmith,JamilSmith,Tweet
zulugirl13,zulugirl13,Tweet
zulugirl13,JamilSmith,Retweet
MotherJones,MotherJones,Tweet
momdcy,momdcy,Tweet
momdcy,MotherJones,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
andreacarolina,andreacarolina,Tweet
andreacarolina,BraddJaffy,Retweet
Evan_McMullin,Evan_McMullin,Tweet
everett_ynews,everett_ynews,Tweet
everett_ynews,Evan_McMullin,Retweet
AP_Politics,AP_Politics,Tweet
Clitemnistra,Clitemnistra,Tweet
Clitemnistra,AP_Politics,Retweet
Clitemnistra,CalWd,Mention
McJesse,McJesse,Tweet
nat_chip,nat_chip,Tweet
nat_chip,McJesse,Retweet
DavidYankovich,DavidYankovich,Tweet
ABOMWY,ABOMWY,Tweet
ABOMWY,DavidYankovich,Retweet
BraddJaffy,BraddJaffy,Tweet
asfeld,asfeld,Tweet
asfeld,BraddJaffy,Retweet
El_Cooperante,El_Cooperante,Tweet
KeithOlbermann,KeithOlbermann,Tweet
1332Anderson,1332Anderson,Tweet
1332Anderson,KeithOlbermann,Retweet
Muallim_HBZ14,Muallim_HBZ14,Tweet
Muallim_HBZ14,Nike,Reply
SteveBurtch,SteveBurtch,Tweet
pluto4ILL,pluto4ILL,Tweet
pluto4ILL,SteveBurtch,Retweet
McJesse,McJesse,Tweet
bbygmoney,bbygmoney,Tweet
bbygmoney,McJesse,Retweet
BraddJaffy,BraddJaffy,Tweet
juels2020,juels2020,Tweet
juels2020,BraddJaffy,Retweet
CcriderJohn,CcriderJohn,Tweet
MeatballMom2,MeatballMom2,Tweet
MeatballMom2,CcriderJohn,Retweet
arthurvitello3,arthurvitello3,Tweet
arthurvitello3,JoeNBC,Reply
arthurvitello3,WSJ,Mention
HeidiLiFeldman,HeidiLiFeldman,Tweet
France4Hillary,France4Hillary,Tweet
sdavis6713,sdavis6713,Tweet
sdavis6713,France4Hillary,Retweet
Green_Footballs,Green_Footballs,Tweet
Framerchick,Framerchick,Tweet
Framerchick,Green_Footballs,Retweet
InternetHippo,InternetHippo,Tweet
Reuters,Reuters,Tweet
brooklyngrl28,brooklyngrl28,Tweet
brooklyngrl28,Reuters,Retweet
mitchbytes,mitchbytes,Tweet
mitchbytes,CNN,Reply
polNewsNetwork1,polNewsNetwork1,Tweet
monika25,monika25,Tweet
monika25,polNewsNetwork1,Retweet
EntheosShines,EntheosShines,Tweet
EntheosShines,EntheosShines,Reply
EntheosShines,EntheosShines,Tweet
EntheosShines,EntheosShines,Retweet
ericuman,ericuman,Tweet
sexxymama131970,sexxymama131970,Tweet
sexxymama131970,ericuman,Retweet
StunnaTella,StunnaTella,Tweet
nytopinion,nytopinion,Tweet
ChloeDeChanel,ChloeDeChanel,Tweet
ChloeDeChanel,nytopinion,Retweet
peddoc63,peddoc63,Tweet
DclareDiane,DclareDiane,Tweet
DclareDiane,peddoc63,Retweet
DclareDiane,GaetaSusan,Mention
rwhitmmx,rwhitmmx,Tweet
BonnieEagerton,BonnieEagerton,Tweet
BonnieEagerton,rwhitmmx,Retweet
BonnieEagerton,THR,Mention
stevedsmallwood,stevedsmallwood,Tweet
stevedsmallwood,not_p_harris,Reply
jll229jll,jll229jll,Tweet
jll229jll,stevedsmallwood,Retweet
jll229jll,not_p_harris,Mention
jll229jll,DavidYankovich,Mention
AvivaHadara,AvivaHadara,Tweet
AvivaHadara,JeffMunroe51,Reply
JeffMunroe51,JeffMunroe51,Tweet
JeffMunroe51,AvivaHadara,Retweet
JeffMunroe51,JeffMunroe51,Mention
McJesse,McJesse,Tweet
theos_back,theos_back,Tweet
theos_back,McJesse,Retweet
McJesse,McJesse,Tweet
nbspacegay,nbspacegay,Tweet
nbspacegay,McJesse,Retweet
nbcsnl,nbcsnl,Tweet
haysnahaze1,haysnahaze1,Tweet
haysnahaze1,nbcsnl,Retweet
business,business,Tweet
fantropos,fantropos,Tweet
fantropos,business,Retweet
MsBlaireWhite,MsBlaireWhite,Tweet
SomeGuyOnABoat,SomeGuyOnABoat,Tweet
SomeGuyOnABoat,MsBlaireWhite,Retweet
DaShanneStokes,DaShanneStokes,Tweet
HmwW007,HmwW007,Tweet
HmwW007,DaShanneStokes,Retweet
FoxNews,FoxNews,Tweet
JPhilPruett,JPhilPruett,Tweet
JPhilPruett,FoxNews,Retweet
AMinJapan,AMinJapan,Tweet
kittycatsrule,kittycatsrule,Tweet
kittycatsrule,jaketapper,Reply
vessoull,vessoull,Tweet
drakesugarbaby,drakesugarbaby,Tweet
drakesugarbaby,vessoull,Retweet
rubinsafaya,rubinsafaya,Tweet
JennieBRUTAL,JennieBRUTAL,Tweet
JennieBRUTAL,rubinsafaya,Retweet
matthew_d_green,matthew_d_green,Tweet
Bruce35dc,Bruce35dc,Tweet
Bruce35dc,matthew_d_green,Retweet
BostonGlobe,BostonGlobe,Tweet
heyitslizwest,heyitslizwest,Tweet
heyitslizwest,BostonGlobe,Retweet
peplamb,peplamb,Tweet
peplamb,realDonaldTrump,Reply
Lindaarres1,Lindaarres1,Tweet
Lindaarres1,peplamb,Retweet
Lindaarres1,realDonaldTrump,Mention
RealJack,RealJack,Tweet
Just2Opine,Just2Opine,Tweet
Just2Opine,RealJack,Retweet
SoundsofSaundra,SoundsofSaundra,Tweet
SoundsofSaundra,NoahFinneburgh,Reply
SoundsofSaundra,Impeach_D_Trump,Mention
SoundsofSaundra,KellyannePolls,Mention
kelliapowers1,kelliapowers1,Tweet
kelliapowers1,kelliapowers1,Reply
Fleurdelisazure,Fleurdelisazure,Tweet
Fleurdelisazure,kelliapowers1,Retweet
Fleurdelisazure,funder,Mention
ericuman,ericuman,Tweet
edwardwinkleman,edwardwinkleman,Tweet
edwardwinkleman,ericuman,Retweet
davidschneider,davidschneider,Tweet
chloeamor_,chloeamor_,Tweet
chloeamor_,davidschneider,Retweet
travlr009,travlr009,Tweet
FredGriffin,FredGriffin,Tweet
FredGriffin,travlr009,Retweet
RichardRdm21982,RichardRdm21982,Tweet
kbari12,kbari12,Tweet
kbari12,RichardRdm21982,Retweet
MarqueeMarc,MarqueeMarc,Tweet
hrtablaze,hrtablaze,Tweet
cmcglohn,cmcglohn,Tweet
cmcglohn,hrtablaze,Retweet
papelpop,papelpop,Tweet
wtfam_,wtfam_,Tweet
wtfam_,papelpop,Retweet
Evan_McMullin,Evan_McMullin,Tweet
No21839516,No21839516,Tweet
No21839516,Evan_McMullin,Retweet
ericgarland,ericgarland,Tweet
gabriella_rz,gabriella_rz,Tweet
gabriella_rz,ericgarland,Retweet
gabriella_rz,NatashaBertrand,Mention
MikePenceVP,MikePenceVP,Tweet
azz_amis,azz_amis,Tweet
azz_amis,MikePenceVP,Retweet
calebbielskii,calebbielskii,Tweet
cristynna_real,cristynna_real,Tweet
cristynna_real,calebbielskii,Retweet
chrissyteigen,chrissyteigen,Tweet
eyesopenontay,eyesopenontay,Tweet
eyesopenontay,chrissyteigen,Retweet
TheREALman2014,TheREALman2014,Tweet
hocejake,hocejake,Tweet
hocejake,TheREALman2014,Retweet
ursusmiratus,ursusmiratus,Tweet
T_R__1,T_R__1,Tweet
T_R__1,ursusmiratus,Retweet
jaketapper,jaketapper,Tweet
brian74004485,brian74004485,Tweet
brian74004485,jaketapper,Retweet
DNoticie,DNoticie,Tweet
JamesAcian,JamesAcian,Tweet
JamesAcian,DNoticie,Retweet
flightpathbook,flightpathbook,Tweet
abracadabraNY,abracadabraNY,Tweet
abracadabraNY,flightpathbook,Retweet
abracadabraNY,ODNIgov,Mention
Nysteveo2AOLcom,Nysteveo2AOLcom,Tweet
HariBK,HariBK,Tweet
HariBK,Nysteveo2AOLcom,Retweet
JordanChariton,JordanChariton,Tweet
DanteRussell30,DanteRussell30,Tweet
DanteRussell30,JordanChariton,Retweet
HunterLeeMartin,HunterLeeMartin,Tweet
Austin_G_H,Austin_G_H,Tweet
Austin_G_H,Lauren_Southern,Reply
TheWrap,TheWrap,Tweet
ContentTBA,ContentTBA,Tweet
ContentTBA,TheWrap,Retweet
JaimeABurbano,JaimeABurbano,Tweet
speechboy71,speechboy71,Tweet
bc400,bc400,Tweet
bc400,speechboy71,Retweet
ericgarland,ericgarland,Tweet
Kierra_Owens,Kierra_Owens,Tweet
Kierra_Owens,ericgarland,Retweet
Cernovich,Cernovich,Tweet
knowledge1X1,knowledge1X1,Tweet
knowledge1X1,Cernovich,Retweet
knowledge1X1,jaketapper,Mention
SinEmbargoMX,SinEmbargoMX,Tweet
marianaaolg,marianaaolg,Tweet
marianaaolg,SinEmbargoMX,Retweet
nicoleshodges,nicoleshodges,Tweet
Nysteveo2AOLcom,Nysteveo2AOLcom,Tweet
sequoiaspoke,sequoiaspoke,Tweet
sequoiaspoke,Nysteveo2AOLcom,Retweet
nycjim,nycjim,Tweet
rkn429,rkn429,Tweet
rkn429,nycjim,Retweet
FeldmanWorldGrp,FeldmanWorldGrp,Tweet
skew11,skew11,Tweet
skew11,FeldmanWorldGrp,Retweet
EmilioBermiss,EmilioBermiss,Tweet
EmilioBermiss,mycielski,Reply
FoxNews,FoxNews,Tweet
MariaTevesGonz,MariaTevesGonz,Tweet
MariaTevesGonz,FoxNews,Retweet
valehamel,valehamel,Tweet
smoketinged,smoketinged,Tweet
smoketinged,valehamel,Retweet
SouthLoneStar,SouthLoneStar,Tweet
copgirlcuffs,copgirlcuffs,Tweet
copgirlcuffs,SouthLoneStar,Retweet
JohnMLatimer,JohnMLatimer,Tweet
JohnMLatimer,BraddJaffy,Reply
stumblingstudio,stumblingstudio,Tweet
stumblingstudio,JohnMLatimer,Retweet
stumblingstudio,BraddJaffy,Mention
stumblingstudio,flightradar24,Mention
McJesse,McJesse,Tweet
Duwala23,Duwala23,Tweet
Duwala23,McJesse,Retweet
douglirodil,douglirodil,Tweet
RichNunes,RichNunes,Tweet
RichNunes,douglirodil,Retweet
bocavista2016,bocavista2016,Tweet
AlmightyLord12,AlmightyLord12,Tweet
AlmightyLord12,bocavista2016,Retweet
TheWrap,TheWrap,Tweet
sysy_v,sysy_v,Tweet
sysy_v,TheWrap,Retweet
goldengateblond,goldengateblond,Tweet
marinat100,marinat100,Tweet
marinat100,goldengateblond,Retweet
TrueCharLen,TrueCharLen,Tweet
GreatOldParty,GreatOldParty,Tweet
GreatOldParty,TrueCharLen,Retweet
ChumelTorres,ChumelTorres,Tweet
erik_yiss,erik_yiss,Tweet
erik_yiss,ChumelTorres,Retweet
McFaul,McFaul,Tweet
lilzboyzz,lilzboyzz,Tweet
lilzboyzz,McFaul,Retweet
emptywheel,emptywheel,Tweet
Johnson_KeithS,Johnson_KeithS,Tweet
Johnson_KeithS,emptywheel,Retweet
GeorgeTakei,GeorgeTakei,Tweet
50Txmale,50Txmale,Tweet
50Txmale,GeorgeTakei,Retweet
politico,politico,Tweet
missner,missner,Tweet
missner,politico,Retweet
missner,realDonaldTrump,Mention
PamMartinNC,PamMartinNC,Tweet
PamMartinNC,crooksandliars,Mention
MarilynJLevins1,MarilynJLevins1,Tweet
MarilynJLevins1,Lrihendry,Reply
MarilynJLevins1,AZWS,Mention
MarilynJLevins1,realDonaldTrump,Mention
pittoresq,pittoresq,Tweet
PraetoriusMajor,PraetoriusMajor,Tweet
PraetoriusMajor,pittoresq,Retweet
EugenixCas,EugenixCas,Tweet
sadapunk,sadapunk,Tweet
sadapunk,EugenixCas,Retweet
95patriots,95patriots,Tweet
patechinois1,patechinois1,Tweet
jefe_viejo,jefe_viejo,Tweet
jefe_viejo,patechinois1,Retweet
Phrog1988,Phrog1988,Tweet
jimenezana,jimenezana,Tweet
jimenezana,Phrog1988,Retweet
NYRoidzy,NYRoidzy,Tweet
TheChristianLft,TheChristianLft,Tweet
CrystalEly_ESQ,CrystalEly_ESQ,Tweet
CrystalEly_ESQ,TheChristianLft,Retweet
heyamine,heyamine,Tweet
nicolette_ok,nicolette_ok,Tweet
nicolette_ok,heyamine,Retweet
pbump,pbump,Tweet
luizhsrodrigues,luizhsrodrigues,Tweet
luizhsrodrigues,pbump,Retweet
McJesse,McJesse,Tweet
drmarixol,drmarixol,Tweet
drmarixol,McJesse,Retweet
santiodonnell,santiodonnell,Tweet
AdySuHera,AdySuHera,Tweet
AdySuHera,santiodonnell,Retweet
ChrisMurphyCT,ChrisMurphyCT,Tweet
SusannaMatte,SusannaMatte,Tweet
SusannaMatte,ChrisMurphyCT,Retweet
SusannaMatte,RonWyden,Mention
pbump,pbump,Tweet
salsachick,salsachick,Tweet
salsachick,pbump,Retweet
tom_tsetung,tom_tsetung,Tweet
richstanislaw,richstanislaw,Tweet
cvharquail,cvharquail,Tweet
cvharquail,richstanislaw,Retweet
McJesse,McJesse,Tweet
Alex8awa,Alex8awa,Tweet
Alex8awa,McJesse,Retweet
peaceplay,peaceplay,Tweet
Impeach_D_Trump,Impeach_D_Trump,Tweet
bjcrochet,bjcrochet,Tweet
bjcrochet,Impeach_D_Trump,Retweet
bjcrochet,realDonaldTrump,Mention
BrianDColwell,BrianDColwell,Tweet
BrianDColwell,BrianDColwell,Tweet
BrianDColwell,BrianDColwell,Retweet
Trollin_Trump,Trollin_Trump,Tweet
FanOGremlin,FanOGremlin,Tweet
FanOGremlin,Trollin_Trump,Retweet
USAncestors1636,USAncestors1636,Tweet
KathyStricker2,KathyStricker2,Tweet
KathyStricker2,USAncestors1636,Retweet
McJesse,McJesse,Tweet
allnatrlsuga,allnatrlsuga,Tweet
allnatrlsuga,McJesse,Retweet
BBCSteveR,BBCSteveR,Tweet
gotmysay,gotmysay,Tweet
gotmysay,BBCSteveR,Retweet
FlokiUSA,FlokiUSA,Tweet
necie5040,necie5040,Tweet
necie5040,FlokiUSA,Retweet
Smariner303,Smariner303,Tweet
Smariner303,Impeach_D_Trump,Reply
Smariner303,McJesse,Mention
McFaul,McFaul,Tweet
Unite2020,Unite2020,Tweet
Unite2020,McFaul,Retweet
KevinJacksonTBS,KevinJacksonTBS,Tweet
wagenfire1,wagenfire1,Tweet
wagenfire1,KevinJacksonTBS,Retweet
CarlosBeats,CarlosBeats,Tweet
IsonomyUK,IsonomyUK,Tweet
IsonomyUK,HandicapperBill,Reply
IsonomyUK,guardian,Mention
insideclimate,insideclimate,Tweet
StiefelVan,StiefelVan,Tweet
StiefelVan,insideclimate,Retweet
McJesse,McJesse,Tweet
TheVSal,TheVSal,Tweet
TheVSal,McJesse,Retweet
mikandynothem,mikandynothem,Tweet
Jennifer091906,Jennifer091906,Tweet
Jennifer091906,mikandynothem,Retweet
Jennifer091906,Joy_Villa,Mention
mmpadellan,mmpadellan,Tweet
chesse47,chesse47,Tweet
chesse47,mmpadellan,Retweet
HitseBeats,HitseBeats,Tweet
fckznormani,fckznormani,Tweet
fckznormani,HitseBeats,Retweet
goldengateblond,goldengateblond,Tweet
NurseKelleySez,NurseKelleySez,Tweet
NurseKelleySez,goldengateblond,Retweet
pmicc33,pmicc33,Tweet
pmicc33,pmicc33,Tweet
pmicc33,pmicc33,Retweet
BANGBVTCH,BANGBVTCH,Tweet
AoDespair,AoDespair,Tweet
cammgodfrey,cammgodfrey,Tweet
cammgodfrey,AoDespair,Retweet
dsprada,dsprada,Tweet
dsprada,thehill,Reply
bannerite,bannerite,Tweet
bannerite,dsprada,Retweet
bannerite,thehill,Mention
zeekaem7,zeekaem7,Tweet
zeekaem7,enews,Reply
zeekaem7,hwinkler4real,Mention
thus_spake,thus_spake,Tweet
kumailn,kumailn,Tweet
brian_dutton,brian_dutton,Tweet
brian_dutton,kumailn,Retweet
mattyglesias,mattyglesias,Tweet
MCaitlenn,MCaitlenn,Tweet
MCaitlenn,mattyglesias,Retweet
Nysteveo2AOLcom,Nysteveo2AOLcom,Tweet
lizeraly,lizeraly,Tweet
lizeraly,Nysteveo2AOLcom,Retweet
thomas_violence,thomas_violence,Tweet
darylaberhart,darylaberhart,Tweet
darylaberhart,thomas_violence,Retweet
brianklaas,brianklaas,Tweet
john_besofly,john_besofly,Tweet
john_besofly,brianklaas,Retweet
SiendoPeter,SiendoPeter,Tweet
eclipse136,eclipse136,Tweet
eclipse136,SiendoPeter,Retweet
goldengateblond,goldengateblond,Tweet
natasharmanoff,natasharmanoff,Tweet
natasharmanoff,goldengateblond,Retweet
Breznican,Breznican,Tweet
mercurylynne,mercurylynne,Tweet
mercurylynne,Breznican,Retweet
thehill,thehill,Tweet
TheStoneJones,TheStoneJones,Tweet
TheStoneJones,thehill,Retweet
FoxBusiness,FoxBusiness,Tweet
SZYSuan,SZYSuan,Tweet
SZYSuan,FoxBusiness,Retweet
politico,politico,Tweet
Bogi573,Bogi573,Tweet
Bogi573,politico,Retweet
Bogi573,sbg1,Mention
SheriffClarke,SheriffClarke,Tweet
LizatalbelJones,LizatalbelJones,Tweet
LizatalbelJones,SheriffClarke,Retweet
goldengateblond,goldengateblond,Tweet
Albbprz,Albbprz,Tweet
Albbprz,goldengateblond,Retweet
OccuWorld,OccuWorld,Tweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
gingerreckoning,gingerreckoning,Tweet
gingerreckoning,BraddJaffy,Retweet
Kris_Sacrebleu,Kris_Sacrebleu,Tweet
adisasterreally,adisasterreally,Tweet
adisasterreally,Kris_Sacrebleu,Retweet
McJesse,McJesse,Tweet
boit70,boit70,Tweet
boit70,McJesse,Retweet
2020fight,2020fight,Tweet
sotonohito55,sotonohito55,Tweet
sotonohito55,2020fight,Retweet
tellmewhatdo,tellmewhatdo,Tweet
rightgirrl,rightgirrl,Tweet
rightgirrl,tellmewhatdo,Retweet
rcooley123,rcooley123,Tweet
grantgurunyc,grantgurunyc,Tweet
grantgurunyc,rcooley123,Retweet
CharlesMBlow,CharlesMBlow,Tweet
EBlumberg11,EBlumberg11,Tweet
EBlumberg11,CharlesMBlow,Retweet
OwenRBroadhurst,OwenRBroadhurst,Tweet
prowhitesunite,prowhitesunite,Tweet
Luke52791324,Luke52791324,Tweet
Luke52791324,prowhitesunite,Retweet
AnneRiceAuthor,AnneRiceAuthor,Tweet
AnneRiceAuthor,DavidCornDC,Reply
themindofkrw,themindofkrw,Tweet
themindofkrw,AnneRiceAuthor,Retweet
themindofkrw,DavidCornDC,Mention
_KatyMyFirework,_KatyMyFirework,Tweet
KathulynLima,KathulynLima,Tweet
KathulynLima,_KatyMyFirework,Retweet
bobcat1495,bobcat1495,Tweet
paulmcleary,paulmcleary,Tweet
manish_vij,manish_vij,Tweet
manish_vij,paulmcleary,Retweet
TheDiorHomie,TheDiorHomie,Tweet
GuttenALaPlaya,GuttenALaPlaya,Tweet
GuttenALaPlaya,TheDiorHomie,Retweet
Tmgneff,Tmgneff,Tweet
T2Va,T2Va,Tweet
T2Va,Tmgneff,Retweet
theClaudiaInez,theClaudiaInez,Tweet
theClaudiaInez,Rosie,Reply
coffeegurl66,coffeegurl66,Tweet
coffeegurl66,theClaudiaInez,Retweet
coffeegurl66,Rosie,Mention
coffeegurl66,JessicaRN1995,Mention
coffeegurl66,HuffPostEnt,Mention
TrumpLPresident,TrumpLPresident,Tweet
LonPeaBer,LonPeaBer,Tweet
LonPeaBer,TrumpLPresident,Retweet
weareteamtrump,weareteamtrump,Tweet
RoguePOTUSStaff,RoguePOTUSStaff,Tweet
AmericasGadfly,AmericasGadfly,Tweet
AmericasGadfly,RoguePOTUSStaff,Retweet
AmericasGadfly,verge,Mention
McJesse,McJesse,Tweet
MonicaMiranda40,MonicaMiranda40,Tweet
MonicaMiranda40,McJesse,Retweet
elhigadodmarita,elhigadodmarita,Tweet
CarlosKano10,CarlosKano10,Tweet
CarlosKano10,elhigadodmarita,Retweet
pbump,pbump,Tweet
JMarks_10,JMarks_10,Tweet
JMarks_10,pbump,Retweet
McJesse,McJesse,Tweet
edbility,edbility,Tweet
edbility,McJesse,Retweet
BernieSanders,BernieSanders,Tweet
MateowMatt,MateowMatt,Tweet
MateowMatt,BernieSanders,Retweet
realDonaldTrump,realDonaldTrump,Tweet
gingerds9,gingerds9,Tweet
gingerds9,realDonaldTrump,Retweet
McJesse,McJesse,Tweet
berlysmilesalot,berlysmilesalot,Tweet
berlysmilesalot,McJesse,Retweet
missleigh09,missleigh09,Tweet
missleigh09,CurbedNY,Mention
McJesse,McJesse,Tweet
FriendlySeeds,FriendlySeeds,Tweet
FriendlySeeds,McJesse,Retweet
arcangel12741,arcangel12741,Tweet
arcangel12741,indiegop,Reply
arcangel12741,RealRandomHero,Mention
vanorthern,vanorthern,Tweet
meghanloisann,meghanloisann,Tweet
IMPL0RABLE,IMPL0RABLE,Tweet
ChinteeRoberts,ChinteeRoberts,Tweet
ChinteeRoberts,IMPL0RABLE,Retweet
America46961422,America46961422,Tweet
KauLynn,KauLynn,Tweet
KauLynn,America46961422,Retweet
susan_mazzucco,susan_mazzucco,Tweet
susan_mazzucco,RosieBarton,Reply
susan_mazzucco,JustinTrudeau,Mention
mjniedzwiecki,mjniedzwiecki,Tweet
CarloashleyAnn,CarloashleyAnn,Tweet
CarloashleyAnn,CarloashleyAnn,Tweet
CarloashleyAnn,CarloashleyAnn,Retweet
funder,funder,Tweet
harper1_jn,harper1_jn,Tweet
harper1_jn,funder,Retweet
JuddLegum,JuddLegum,Tweet
RowenaGalavitz,RowenaGalavitz,Tweet
RowenaGalavitz,JuddLegum,Retweet
MaryinNV,MaryinNV,Tweet
MaryinNV,christinawilkie,Reply
beekuzz,beekuzz,Tweet
beekuzz,MaryinNV,Retweet
beekuzz,christinawilkie,Mention
beekuzz,chatty42,Mention
kTiNoJ,kTiNoJ,Tweet
JasonPToddWayne,JasonPToddWayne,Tweet
ferigan,ferigan,Tweet
CharlesMBlow,CharlesMBlow,Tweet
JeanneKitchens1,JeanneKitchens1,Tweet
JeanneKitchens1,CharlesMBlow,Retweet
nytimes,nytimes,Tweet
UrsulaYo,UrsulaYo,Tweet
UrsulaYo,nytimes,Retweet
larryelder,larryelder,Tweet
shadow9r,shadow9r,Tweet
shadow9r,larryelder,Retweet
NotMyBirthday21,NotMyBirthday21,Tweet
Chapter_34,Chapter_34,Tweet
oortobject,oortobject,Tweet
oortobject,Chapter_34,Retweet
oortobject,Kasparov63,Mention
nia4_trump,nia4_trump,Tweet
doublbarreldar1,doublbarreldar1,Tweet
doublbarreldar1,nia4_trump,Retweet
BraddJaffy,BraddJaffy,Tweet
BraddJaffy,BraddJaffy,Reply
alswrite,alswrite,Tweet
alswrite,BraddJaffy,Retweet
TheFakeTRizzo,TheFakeTRizzo,Tweet
pbrittonNEO,pbrittonNEO,Tweet
pbrittonNEO,TheFakeTRizzo,Retweet
WestWingReport,WestWingReport,Tweet
granny_claudia,granny_claudia,Tweet
granny_claudia,WestWingReport,Retweet
IngrahamAngle,IngrahamAngle,Tweet
badcatt3,badcatt3,Tweet
badcatt3,IngrahamAngle,Retweet
badcatt3,IvankaTrump,Mention
brianklaas,brianklaas,Tweet
charles116,charles116,Tweet
charles116,brianklaas,Retweet
thehill,thehill,Tweet
leslietermuhlen,leslietermuhlen,Tweet
leslietermuhlen,thehill,Retweet
Anonycast,Anonycast,Tweet
DrTruth71,DrTruth71,Tweet
DrTruth71,Anonycast,Retweet
VicenteFoxQue,VicenteFoxQue,Tweet
NYhatesTrump,NYhatesTrump,Tweet
NYhatesTrump,VicenteFoxQue,Retweet
kiddotrue,kiddotrue,Tweet
kiddotrue,kiddotrue,Reply
_KatyMyFirework,_KatyMyFirework,Tweet
BabyLarryyy,BabyLarryyy,Tweet
BabyLarryyy,_KatyMyFirework,Retweet
ericuman,ericuman,Tweet
ehedie_3939,ehedie_3939,Tweet
ehedie_3939,ericuman,Retweet
TheWrap,TheWrap,Tweet
zakariyakour,zakariyakour,Tweet
zakariyakour,TheWrap,Retweet
calebbielskii,calebbielskii,Tweet
Sooyouxg,Sooyouxg,Tweet
Sooyouxg,calebbielskii,Retweet
polNewsNetwork1,polNewsNetwork1,Tweet
CrusaderAthena,CrusaderAthena,Tweet
CrusaderAthena,polNewsNetwork1,Retweet
pbump,pbump,Tweet
RezOKC,RezOKC,Tweet
RezOKC,pbump,Retweet
KaivanShroff,KaivanShroff,Tweet
SharisseC,SharisseC,Tweet
SharisseC,KaivanShroff,Retweet
McJesse,McJesse,Tweet
_frankonce,_frankonce,Tweet
_frankonce,McJesse,Retweet
YoSammitySammy,YoSammitySammy,Tweet
YoSammitySammy,cocosbentmind,Reply
YoSammitySammy,JadedBlackWoman,Mention
calebbielskii,calebbielskii,Tweet
Alice_Ward_xox,Alice_Ward_xox,Tweet
Alice_Ward_xox,calebbielskii,Retweet
abctweet100,abctweet100,Tweet
jolie_rene,jolie_rene,Tweet
jolie_rene,abctweet100,Retweet
mcspocky,mcspocky,Tweet
LaurenDownSouth,LaurenDownSouth,Tweet
LaurenDownSouth,mcspocky,Retweet
Kamgirl47,Kamgirl47,Tweet
AnneAnnapolis,AnneAnnapolis,Tweet
AnneAnnapolis,Kamgirl47,Retweet
AnneAnnapolis,jaketapper,Mention
AnneAnnapolis,maddow,Mention
AnneAnnapolis,ChrisCuomo,Mention
AnneAnnapolis,cnnbrk,Mention
john_coster,john_coster,Tweet
MudBound,MudBound,Tweet
MudBound,john_coster,Retweet
cjwerleman,cjwerleman,Tweet
kathrynannelise,kathrynannelise,Tweet
kathrynannelise,cjwerleman,Retweet
SouthLoneStar,SouthLoneStar,Tweet
judy_echard,judy_echard,Tweet
judy_echard,SouthLoneStar,Retweet
TEN_GOP,TEN_GOP,Tweet
payao1a1,payao1a1,Tweet
payao1a1,TEN_GOP,Retweet
goldengateblond,goldengateblond,Tweet
Karolis_G,Karolis_G,Tweet
Karolis_G,goldengateblond,Retweet
_habibilicious_,_habibilicious_,Tweet
_habibilicious_,RealJack,Reply
kimberly010960,kimberly010960,Tweet
kimberly010960,_habibilicious_,Retweet
kimberly010960,RealJack,Mention
kimberly010960,Joy_Villa,Mention
latinaafortrump,latinaafortrump,Tweet
prisc2017,prisc2017,Tweet
prisc2017,latinaafortrump,Retweet
DenbrotS,DenbrotS,Tweet
TruthsJustice,TruthsJustice,Tweet
TruthsJustice,DenbrotS,Retweet
BBCSteveR,BBCSteveR,Tweet
dougiejohnson51,dougiejohnson51,Tweet
dougiejohnson51,BBCSteveR,Retweet
WSJ,WSJ,Tweet
joetrader6,joetrader6,Tweet
joetrader6,WSJ,Retweet
brianklaas,brianklaas,Tweet
vlramirez12,vlramirez12,Tweet
vlramirez12,brianklaas,Retweet
HamKold,HamKold,Tweet
HamKold,Change,Mention
BradMossEsq,BradMossEsq,Tweet
setislady,setislady,Tweet
setislady,BradMossEsq,Retweet
AlbaniaOC,AlbaniaOC,Tweet
nitevoix,nitevoix,Tweet
nitevoix,AlbaniaOC,Retweet
nitevoix,Mboe55,Mention
ngocthuyyy,ngocthuyyy,Tweet
ngocthuyyy,tuoitrenewsvn,Mention
ngocthuyyy,tuoitre_tphcm,Mention
JamilSmith,JamilSmith,Tweet
shesagift,shesagift,Tweet
shesagift,JamilSmith,Retweet
JCatNY,JCatNY,Tweet
JCatNY,piercespears,Reply
eyewitnessshea,eyewitnessshea,Tweet
eyewitnessshea,JCatNY,Retweet
