id,Brand,created_at,favorite_count,retweet_count,text
828588543471677441,ford,Mon Feb 06 12:57:57 +0000 2017,1,0,"So Melissa McCarthy, EcoWarrior and the Ford Stuck commercial were the best. This year was terrible for the advertising industry. Lol."
828588423652974593,ford,Mon Feb 06 12:57:29 +0000 2017,0,0,"@MorningsMaria Best Super Bowl Ad

https://t.co/SgUEDgX3XV"
828586721919041536,ford,Mon Feb 06 12:50:43 +0000 2017,0,0,"Really a great commercial- Ford, though... https://t.co/DGiCAZobZ7"
828585538290585600,ford,Mon Feb 06 12:46:01 +0000 2017,0,1,"RT @haydenkolinski: ford ""go further"" commercial or lil boat mixtape?? 🤔 https://t.co/bCVkYH5buX"
828583124921643008,ford,Mon Feb 06 12:36:25 +0000 2017,0,0,@Ford so you needed to show a cat with a box stuck in its head...real creative commercial.
828583070206881792,ford,Mon Feb 06 12:36:12 +0000 2017,0,4,"RT @Ummm_Nope_: That Ford commercial is my life

The wtf moments"
828582657617494016,ford,Mon Feb 06 12:34:34 +0000 2017,1,0,@CoreyRoseTV the 1st Ford commercial was the best because it made me laugh.  All of them sucked after that!
828578898531188737,ford,Mon Feb 06 12:19:38 +0000 2017,0,72,RT @KohnenUSA: Anyone else see the great sport of wrestling in that Ford Super Bowl commercial?!
828577910718156804,ford,Mon Feb 06 12:15:42 +0000 2017,1,0,The kid in the @Ford commercial trying to get his shirt off is me every night trying to take my scrub top off!😂
828577763212849152,ford,Mon Feb 06 12:15:07 +0000 2017,0,22,RT @GaziKodzo: They did NOT just use a Nina Simone song about Black liberation for a FUCKING CAPITALIST @Ford commercial! #SuperBowl2017 ht…
828573053382713344,ford,Mon Feb 06 11:56:24 +0000 2017,5,2,. @Ford #SB51 commercial is Top 10 on #admeter.  Go Further indeed!  Congrats to team at @GTB_Tweets https://t.co/sA33nN8sFU
828566931674390529,ford,Mon Feb 06 11:32:05 +0000 2017,3,1,"Best commercial ""Ford Go Further"" https://t.co/UWIj3lPKj7 @hillcrest_coach @lyledank @suntzu189"
828566852221681669,ford,Mon Feb 06 11:31:46 +0000 2017,1,0,Only 1 Great commercial in Super Bowl 51- Here it is- Ford Super Bowl Commercial 2017 https://t.co/uYC4l2Qakh #Ford #Fordmotorcompany
828564228479008768,ford,Mon Feb 06 11:21:20 +0000 2017,0,3,RT @AbZurdity: Everyone in the @Ford commercial got free except the cat with the tissue box on its head. I'm still worried about that cat.
828562533342658560,ford,Mon Feb 06 11:14:36 +0000 2017,0,118,"RT @peta: Right, @Ford. No one likes being stuck. Especially the poor cat whose head you shoved into a tissue box 😿 Animals aren't commerci…"
828558988627189760,ford,Mon Feb 06 11:00:31 +0000 2017,0,0,Hey that's the Ford commercial girl! #HouseHusbands9
828558524737282048,ford,Mon Feb 06 10:58:40 +0000 2017,0,0,"@Ford @lacleaver Ive tweeted how id like Ford F350, Ford Fusion Sport &amp; Ford Commercial equip to start Northpoint back up say with donations"
828557346485960704,ford,Mon Feb 06 10:53:59 +0000 2017,0,3,RT @lacleaver: Great @Ford commercial! I loved the kid #stuck on the big wheel.
828552876310007808,ford,Mon Feb 06 10:36:14 +0000 2017,0,0,Ford Super Bowl 2017 Commercial: 'Go Further'.. Related Articles: https://t.co/atRSDF2yNn
828545892022157312,ford,Mon Feb 06 10:08:28 +0000 2017,0,1,"RT @calista_serra: *Ford commercial comes on*
my brother: wow a Lamborghini"
828544888614514688,ford,Mon Feb 06 10:04:29 +0000 2017,0,3,RT @AtlanticCraft: Ford commercial was pretty good! The best? Not sure
